caractere,pinyin,initial_raw,finale,groupe_rime,type,tone,nasal,initial,lieu,polarite
廒,ao2,,ao,Simple,oral,2,0,Ø,Zero,3N
廓,kuo4,k,uo,Médiale-u,oral,4,0,k,Vélaire,1P+2N
廖,liao4,l,iao,Médiale-i,oral,4,0,l,Dentale,3P
廙,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
廛,chan2,ch,an,Nasal,nasal,2,1,ch,Rétroflexe,3P
廥,kuai4,k,uai,Médiale-u,oral,4,0,k,Vélaire,1P+2N
廧,qiang2,q,iang,Médiale-i,nasal,2,1,q,Palatale,2P+1N
廨,xie4,x,ie,Médiale-i,oral,4,0,x,Palatale,1P+2N
廪,lin3,l,in,Médiale-i,nasal,3,1,l,Dentale,3P
廱,yong1,y,iong,Médiale-i,nasal,1,1,y,Semi-voyelle,2P+1N
廴,yin3,y,in,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
延,yan2,y,ian,Médiale-i,nasal,2,1,y,Semi-voyelle,2P+1N
廷,ting2,t,ing,Médiale-i,nasal,2,1,t,Dentale,3P
廸,di2,d,i,Simple,oral,2,0,d,Dentale,1P+2N
建,jian4,j,ian,Médiale-i,nasal,4,1,j,Palatale,1P+2N
廻,hui2,h,ui,Médiale-u,oral,2,0,h,Vélaire,2P+1N
廾,gong3,g,ong,Médiale-u,nasal,3,1,g,Vélaire,1P+2N
廿,nian4,n,ian,Médiale-i,nasal,4,1,n,Dentale,1P+2N
开,kai1,k,ai,Simple,oral,1,0,k,Vélaire,1P+2N
弁,bian4,b,ian,Médiale-i,nasal,4,1,b,Labiale,1P+2N
异,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
弃,qi4,q,i,Simple,oral,4,0,q,Palatale,2P+1N
弄,nong4,n,ong,Médiale-u,nasal,4,1,n,Dentale,1P+2N
弆,ju3,j,ü,Simple,oral,3,0,j,Palatale,1P+2N
弇,yan3,y,ian,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
弈,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
弊,bi4,b,i,Simple,oral,4,0,b,Labiale,1P+2N
弋,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
弌,yi1,y,i,Simple,oral,1,0,y,Semi-voyelle,2P+1N
弎,san1,s,an,Nasal,nasal,1,1,s,Sifflante,1P+2N
式,shi4,sh,i,Simple,oral,4,0,sh,Rétroflexe,1P+2N
弑,shi4,sh,i,Simple,oral,4,0,sh,Rétroflexe,1P+2N
弓,gong1,g,ong,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
引,yin3,y,in,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
弗,fu2,f,u,Simple,oral,2,0,f,Labiale,2P+1N
弘,hong2,h,ong,Médiale-u,nasal,2,1,h,Vélaire,2P+1N
弛,chi2,ch,i,Simple,oral,2,0,ch,Rétroflexe,3P
弝,ba4,b,a,Simple,oral,4,0,b,Labiale,1P+2N
弟,di4,d,i,Simple,oral,4,0,d,Dentale,1P+2N
张,zhang1,zh,ang,Nasal,nasal,1,1,zh,Rétroflexe,1P+2N
弢,tao1,t,ao,Simple,oral,1,0,t,Dentale,3P
弣,fu3,f,u,Simple,oral,3,0,f,Labiale,2P+1N
弤,di3,d,i,Simple,oral,3,0,d,Dentale,1P+2N
弥,mi2,m,i,Simple,oral,2,0,m,Labiale,1P+2N
弦,xian2,x,ian,Médiale-i,nasal,2,1,x,Palatale,1P+2N
弧,hu2,h,u,Simple,oral,2,0,h,Vélaire,2P+1N
弨,chao1,ch,ao,Simple,oral,1,0,ch,Rétroflexe,3P
弩,nu3,n,u,Simple,oral,3,0,n,Dentale,1P+2N
弪,jing4,j,ing,Médiale-i,nasal,4,1,j,Palatale,1P+2N
弫,zhen3,zh,en,Nasal,nasal,3,1,zh,Rétroflexe,1P+2N
弭,mi3,m,i,Simple,oral,3,0,m,Labiale,1P+2N
弮,juan4,j,üan,Complexe,nasal,4,1,j,Palatale,1P+2N
弯,wan1,w,uan,Médiale-u,nasal,1,1,w,Semi-voyelle,2P+1N
弰,shao1,sh,ao,Simple,oral,1,0,sh,Rétroflexe,1P+2N
弱,ruo4,r,uo,Médiale-u,oral,4,0,r,Rétroflexe,1P+2N
弶,jiang4,j,iang,Médiale-i,nasal,4,1,j,Palatale,1P+2N
弸,peng2,p,eng,Nasal,nasal,2,1,p,Labiale,2P+1N
弹,tan2,t,an,Nasal,nasal,2,1,t,Dentale,3P
强,qiang2,q,iang,Médiale-i,nasal,2,1,q,Palatale,2P+1N
弼,bi4,b,i,Simple,oral,4,0,b,Labiale,1P+2N
弾,dan4,d,an,Nasal,nasal,4,1,d,Dentale,1P+2N
彀,gou4,g,ou,Simple,oral,4,0,g,Vélaire,1P+2N
彉,guo1,g,uo,Médiale-u,oral,1,0,g,Vélaire,1P+2N
彐,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
彑,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
归,gui1,g,ui,Médiale-u,oral,1,0,g,Vélaire,1P+2N
当,dang1,d,ang,Nasal,nasal,1,1,d,Dentale,1P+2N
录,lu4,l,u,Simple,oral,4,0,l,Dentale,3P
彖,tuan4,t,uan,Médiale-u,nasal,4,1,t,Dentale,3P
彗,hui4,h,ui,Médiale-u,oral,4,0,h,Vélaire,2P+1N
彘,zhi4,zh,i,Simple,oral,4,0,zh,Rétroflexe,1P+2N
彛,yi2,y,i,Simple,oral,2,0,y,Semi-voyelle,2P+1N
彝,yi2,y,i,Simple,oral,2,0,y,Semi-voyelle,2P+1N
彟,huo4,h,uo,Médiale-u,oral,4,0,h,Vélaire,2P+1N
彡,shan1,sh,an,Nasal,nasal,1,1,sh,Rétroflexe,1P+2N
形,xing2,x,ing,Médiale-i,nasal,2,1,x,Palatale,1P+2N
彤,tong2,t,ong,Médiale-u,nasal,2,1,t,Dentale,3P
彦,yan4,y,ian,Médiale-i,nasal,4,1,y,Semi-voyelle,2P+1N
彧,yu4,y,ü,Simple,oral,4,0,y,Semi-voyelle,2P+1N
彨,chi1,ch,i,Simple,oral,1,0,ch,Rétroflexe,3P
彩,cai3,c,ai,Simple,oral,3,0,c,Sifflante,1P+2N
彪,biao1,b,iao,Médiale-i,oral,1,0,b,Labiale,1P+2N
彬,bin1,b,in,Médiale-i,nasal,1,1,b,Labiale,1P+2N
彭,peng2,p,eng,Nasal,nasal,2,1,p,Labiale,2P+1N
彰,zhang1,zh,ang,Nasal,nasal,1,1,zh,Rétroflexe,1P+2N
影,ying3,y,ing,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
彳,chi4,ch,i,Simple,oral,4,0,ch,Rétroflexe,3P
彴,zhuo2,zh,uo,Médiale-u,oral,2,0,zh,Rétroflexe,1P+2N
彷,pang2,p,ang,Nasal,nasal,2,1,p,Labiale,2P+1N
彸,zhong1,zh,ong,Médiale-u,nasal,1,1,zh,Rétroflexe,1P+2N
役,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
彻,che4,ch,e,Simple,oral,4,0,ch,Rétroflexe,3P
彼,bi3,b,i,Simple,oral,3,0,b,Labiale,1P+2N
彽,chi2,ch,i,Simple,oral,2,0,ch,Rétroflexe,3P
往,wang3,w,uang,Médiale-u,nasal,3,1,w,Semi-voyelle,2P+1N
征,zheng1,zh,eng,Nasal,nasal,1,1,zh,Rétroflexe,1P+2N
徂,cu2,c,u,Simple,oral,2,0,c,Sifflante,1P+2N
径,jing4,j,ing,Médiale-i,nasal,4,1,j,Palatale,1P+2N
待,dai4,d,ai,Simple,oral,4,0,d,Dentale,1P+2N
徇,xun4,x,ün,Complexe,nasal,4,1,x,Palatale,1P+2N
很,hen3,h,en,Nasal,nasal,3,1,h,Vélaire,2P+1N
徉,yang2,y,iang,Médiale-i,nasal,2,1,y,Semi-voyelle,2P+1N
徊,huai2,h,uai,Médiale-u,oral,2,0,h,Vélaire,2P+1N
律,lu:4,l,ü,Simple,oral,4,0,l,Dentale,3P
徐,xu2,x,ü,Simple,oral,2,0,x,Palatale,1P+2N
徒,tu2,t,u,Simple,oral,2,0,t,Dentale,3P
従,cong2,c,ong,Médiale-u,nasal,2,1,c,Sifflante,1P+2N
徕,lai2,l,ai,Simple,oral,2,0,l,Dentale,3P
得,de2,d,e,Simple,oral,2,0,d,Dentale,1P+2N
徘,pai2,p,ai,Simple,oral,2,0,p,Labiale,2P+1N
徙,xi3,x,i,Simple,oral,3,0,x,Palatale,1P+2N
徜,chang2,ch,ang,Nasal,nasal,2,1,ch,Rétroflexe,3P
御,yu4,y,ü,Simple,oral,4,0,y,Semi-voyelle,2P+1N
徨,huang2,h,uang,Médiale-u,nasal,2,1,h,Vélaire,2P+1N
循,xun2,x,ün,Complexe,nasal,2,1,x,Palatale,1P+2N
徬,pang2,p,ang,Nasal,nasal,2,1,p,Labiale,2P+1N
徭,yao2,y,iao,Médiale-i,oral,2,0,y,Semi-voyelle,2P+1N
微,wei1,w,ui,Médiale-u,oral,1,0,w,Semi-voyelle,2P+1N
徯,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
徳,de2,d,e,Simple,oral,2,0,d,Dentale,1P+2N
徴,zheng1,zh,eng,Nasal,nasal,1,1,zh,Rétroflexe,1P+2N
徵,zhi3,zh,i,Simple,oral,3,0,zh,Rétroflexe,1P+2N
德,de2,d,e,Simple,oral,2,0,d,Dentale,1P+2N
徻,wei4,w,ui,Médiale-u,oral,4,0,w,Semi-voyelle,2P+1N
徼,jiao3,j,iao,Médiale-i,oral,3,0,j,Palatale,1P+2N
徽,hui1,h,ui,Médiale-u,oral,1,0,h,Vélaire,2P+1N
忀,xiang1,x,iang,Médiale-i,nasal,1,1,x,Palatale,1P+2N
忂,qu2,q,ü,Simple,oral,2,0,q,Palatale,2P+1N
心,xin1,x,in,Médiale-i,nasal,1,1,x,Palatale,1P+2N
忄,xin1,x,in,Médiale-i,nasal,1,1,x,Palatale,1P+2N
必,bi4,b,i,Simple,oral,4,0,b,Labiale,1P+2N
忆,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
忉,dao1,d,ao,Simple,oral,1,0,d,Dentale,1P+2N
忌,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
忍,ren3,r,en,Nasal,nasal,3,1,r,Rétroflexe,1P+2N
忏,chan4,ch,an,Nasal,nasal,4,1,ch,Rétroflexe,3P
忐,tan3,t,an,Nasal,nasal,3,1,t,Dentale,3P
忑,te4,t,e,Simple,oral,4,0,t,Dentale,3P
忒,te4,t,e,Simple,oral,4,0,t,Dentale,3P
忕,shi4,sh,i,Simple,oral,4,0,sh,Rétroflexe,1P+2N
忖,cun3,c,un,Médiale-u,nasal,3,1,c,Sifflante,1P+2N
志,zhi4,zh,i,Simple,oral,4,0,zh,Rétroflexe,1P+2N
忘,wang4,w,uang,Médiale-u,nasal,4,1,w,Semi-voyelle,2P+1N
忙,mang2,m,ang,Nasal,nasal,2,1,m,Labiale,1P+2N
忛,fan1,f,an,Nasal,nasal,1,1,f,Labiale,2P+1N
応,ying4,y,ing,Médiale-i,nasal,4,1,y,Semi-voyelle,2P+1N
忝,tian3,t,ian,Médiale-i,nasal,3,1,t,Dentale,3P
忞,min2,m,in,Médiale-i,nasal,2,1,m,Labiale,1P+2N
忠,zhong1,zh,ong,Médiale-u,nasal,1,1,zh,Rétroflexe,1P+2N
忡,chong1,ch,ong,Médiale-u,nasal,1,1,ch,Rétroflexe,3P
忤,wu3,w,u,Simple,oral,3,0,w,Semi-voyelle,2P+1N
忧,you1,y,iu,Médiale-i,oral,1,0,y,Semi-voyelle,2P+1N
忪,song1,s,ong,Médiale-u,nasal,1,1,s,Sifflante,1P+2N
快,kuai4,k,uai,Médiale-u,oral,4,0,k,Vélaire,1P+2N
忬,shu1,sh,u,Simple,oral,1,0,sh,Rétroflexe,1P+2N
忭,bian4,b,ian,Médiale-i,nasal,4,1,b,Labiale,1P+2N
忮,zhi4,zh,i,Simple,oral,4,0,zh,Rétroflexe,1P+2N
忱,chen2,ch,en,Nasal,nasal,2,1,ch,Rétroflexe,3P
忲,tai4,t,ai,Simple,oral,4,0,t,Dentale,3P
念,nian4,n,ian,Médiale-i,nasal,4,1,n,Dentale,1P+2N
忸,niu3,n,iu,Médiale-i,oral,3,0,n,Dentale,1P+2N
忺,xian1,x,ian,Médiale-i,nasal,1,1,x,Palatale,1P+2N
忻,xin1,x,in,Médiale-i,nasal,1,1,x,Palatale,1P+2N
忽,hu1,h,u,Simple,oral,1,0,h,Vélaire,2P+1N
忾,kai4,k,ai,Simple,oral,4,0,k,Vélaire,1P+2N
忿,fen4,f,en,Nasal,nasal,4,1,f,Labiale,2P+1N
怀,huai2,h,uai,Médiale-u,oral,2,0,h,Vélaire,2P+1N
态,tai4,t,ai,Simple,oral,4,0,t,Dentale,3P
怂,song2,s,ong,Médiale-u,nasal,2,1,s,Sifflante,1P+2N
怃,wu3,w,u,Simple,oral,3,0,w,Semi-voyelle,2P+1N
怄,ou4,,ou,Simple,oral,4,0,Ø,Zero,3N
怅,chang4,ch,ang,Nasal,nasal,4,1,ch,Rétroflexe,3P
怆,chuang4,ch,uang,Médiale-u,nasal,4,1,ch,Rétroflexe,3P
怊,chao1,ch,ao,Simple,oral,1,0,ch,Rétroflexe,3P
怍,zuo4,z,uo,Médiale-u,oral,4,0,z,Sifflante,1P+2N
怎,zen3,z,en,Nasal,nasal,3,1,z,Sifflante,1P+2N
怏,yang4,y,iang,Médiale-i,nasal,4,1,y,Semi-voyelle,2P+1N
怒,nu4,n,u,Simple,oral,4,0,n,Dentale,1P+2N
怔,zheng1,zh,eng,Nasal,nasal,1,1,zh,Rétroflexe,1P+2N
怕,pa4,p,a,Simple,oral,4,0,p,Labiale,2P+1N
怖,bu4,b,u,Simple,oral,4,0,b,Labiale,1P+2N
怗,tie1,t,ie,Médiale-i,oral,1,0,t,Dentale,3P
怙,hu4,h,u,Simple,oral,4,0,h,Vélaire,2P+1N
怚,ju4,j,ü,Simple,oral,4,0,j,Palatale,1P+2N
怛,da2,d,a,Simple,oral,2,0,d,Dentale,1P+2N
怜,lian2,l,ian,Médiale-i,nasal,2,1,l,Dentale,3P
思,si5,s,i,Simple,oral,5,0,s,Sifflante,1P+2N
怞,zhou4,zh,ou,Simple,oral,4,0,zh,Rétroflexe,1P+2N
怠,dai4,d,ai,Simple,oral,4,0,d,Dentale,1P+2N
怡,yi2,y,i,Simple,oral,2,0,y,Semi-voyelle,2P+1N
急,ji2,j,i,Simple,oral,2,0,j,Palatale,1P+2N
怦,peng1,p,eng,Nasal,nasal,1,1,p,Labiale,2P+1N
性,xing4,x,ing,Médiale-i,nasal,4,1,x,Palatale,1P+2N
怨,yuan4,y,üan,Complexe,nasal,4,1,y,Semi-voyelle,2P+1N
怩,ni2,n,i,Simple,oral,2,0,n,Dentale,1P+2N
怪,guai4,g,uai,Médiale-u,oral,4,0,g,Vélaire,1P+2N
怫,fei4,f,ei,Simple,oral,4,0,f,Labiale,2P+1N
怭,bi4,b,i,Simple,oral,4,0,b,Labiale,1P+2N
怯,qie4,q,ie,Médiale-i,oral,4,0,q,Palatale,2P+1N
怲,bing3,b,ing,Médiale-i,nasal,3,1,b,Labiale,1P+2N
怵,chu4,ch,u,Simple,oral,4,0,ch,Rétroflexe,3P
怸,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
怹,tan1,t,an,Nasal,nasal,1,1,t,Dentale,3P
总,zong3,z,ong,Médiale-u,nasal,3,1,z,Sifflante,1P+2N
怼,dui3,d,ui,Médiale-u,oral,3,0,d,Dentale,1P+2N
怿,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
恁,nen4,n,en,Nasal,nasal,4,1,n,Dentale,1P+2N
恂,xun2,x,ün,Complexe,nasal,2,1,x,Palatale,1P+2N
恃,shi4,sh,i,Simple,oral,4,0,sh,Rétroflexe,1P+2N
恇,kuang1,k,uang,Médiale-u,nasal,1,1,k,Vélaire,1P+2N
恉,zhi3,zh,i,Simple,oral,3,0,zh,Rétroflexe,1P+2N
恋,lian4,l,ian,Médiale-i,nasal,4,1,l,Dentale,3P
恌,tiao1,t,iao,Médiale-i,oral,1,0,t,Dentale,3P
恍,huang3,h,uang,Médiale-u,nasal,3,1,h,Vélaire,2P+1N
恏,hao4,h,ao,Simple,oral,4,0,h,Vélaire,2P+1N
恐,kong3,k,ong,Médiale-u,nasal,3,1,k,Vélaire,1P+2N
恒,heng2,h,eng,Nasal,nasal,2,1,h,Vélaire,2P+1N
恓,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
恔,xiao4,x,iao,Médiale-i,oral,4,0,x,Palatale,1P+2N
恕,shu4,sh,u,Simple,oral,4,0,sh,Rétroflexe,1P+2N
恘,qiu1,q,iu,Médiale-i,oral,1,0,q,Palatale,2P+1N
恙,yang4,y,iang,Médiale-i,nasal,4,1,y,Semi-voyelle,2P+1N
恚,hui4,h,ui,Médiale-u,oral,4,0,h,Vélaire,2P+1N
恛,hui2,h,ui,Médiale-u,oral,2,0,h,Vélaire,2P+1N
恝,jia2,j,ia,Médiale-i,oral,2,0,j,Palatale,1P+2N
恞,yi2,y,i,Simple,oral,2,0,y,Semi-voyelle,2P+1N
恟,xiong1,x,iong,Médiale-i,nasal,1,1,x,Palatale,1P+2N
恢,hui1,h,ui,Médiale-u,oral,1,0,h,Vélaire,2P+1N
恣,zi4,z,i,Simple,oral,4,0,z,Sifflante,1P+2N
恤,xu4,x,ü,Simple,oral,4,0,x,Palatale,1P+2N
恧,nu:4,n,ü,Simple,oral,4,0,n,Dentale,1P+2N
恨,hen4,h,en,Nasal,nasal,4,1,h,Vélaire,2P+1N
恩,en1,,en,Nasal,nasal,1,1,Ø,Zero,3N
恪,ke4,k,e,Simple,oral,4,0,k,Vélaire,1P+2N
恫,dong4,d,ong,Médiale-u,nasal,4,1,d,Dentale,1P+2N
恬,tian2,t,ian,Médiale-i,nasal,2,1,t,Dentale,3P
恭,gong1,g,ong,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
息,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
恰,qia4,q,ia,Médiale-i,oral,4,0,q,Palatale,2P+1N
恳,ken3,k,en,Nasal,nasal,3,1,k,Vélaire,1P+2N
恵,hui4,h,ui,Médiale-u,oral,4,0,h,Vélaire,2P+1N
恶,e4,,e,Simple,oral,4,0,Ø,Zero,3N
恸,tong4,t,ong,Médiale-u,nasal,4,1,t,Dentale,3P
恹,yan1,y,ian,Médiale-i,nasal,1,1,y,Semi-voyelle,2P+1N
恺,kai3,k,ai,Simple,oral,3,0,k,Vélaire,1P+2N
恻,ce4,c,e,Simple,oral,4,0,c,Sifflante,1P+2N
恼,nao3,n,ao,Simple,oral,3,0,n,Dentale,1P+2N
恽,yun4,y,ün,Complexe,nasal,4,1,y,Semi-voyelle,2P+1N
恿,yong3,y,iong,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
悀,yong3,y,iong,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
悁,juan1,j,üan,Complexe,nasal,1,1,j,Palatale,1P+2N
悃,kun3,k,un,Médiale-u,nasal,3,1,k,Vélaire,1P+2N
悄,qiao1,q,iao,Médiale-i,oral,1,0,q,Palatale,2P+1N
悆,yu4,y,ü,Simple,oral,4,0,y,Semi-voyelle,2P+1N
悉,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
悊,zhe2,zh,e,Simple,oral,2,0,zh,Rétroflexe,1P+2N
悌,ti4,t,i,Simple,oral,4,0,t,Dentale,3P
悍,han4,h,an,Nasal,nasal,4,1,h,Vélaire,2P+1N
悐,ti4,t,i,Simple,oral,4,0,t,Dentale,3P
悑,bu4,b,u,Simple,oral,4,0,b,Labiale,1P+2N
悒,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
悔,hui3,h,ui,Médiale-u,oral,3,0,h,Vélaire,2P+1N
悕,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
悖,bei4,b,ei,Simple,oral,4,0,b,Labiale,1P+2N
悚,song3,s,ong,Médiale-u,nasal,3,1,s,Sifflante,1P+2N
悛,quan1,q,üan,Complexe,nasal,1,1,q,Palatale,2P+1N
悜,cheng3,ch,eng,Nasal,nasal,3,1,ch,Rétroflexe,3P
悝,kui1,k,ui,Médiale-u,oral,1,0,k,Vélaire,1P+2N
悟,wu4,w,u,Simple,oral,4,0,w,Semi-voyelle,2P+1N
悠,you1,y,iu,Médiale-i,oral,1,0,y,Semi-voyelle,2P+1N
悢,liang4,l,iang,Médiale-i,nasal,4,1,l,Dentale,3P
患,huan4,h,uan,Médiale-u,nasal,4,1,h,Vélaire,2P+1N
悦,yue4,y,üe,Complexe,oral,4,0,y,Semi-voyelle,2P+1N
悧,li4,l,i,Simple,oral,4,0,l,Dentale,3P
您,nin2,n,in,Médiale-i,nasal,2,1,n,Dentale,1P+2N
悩,nao3,n,ao,Simple,oral,3,0,n,Dentale,1P+2N
悪,e4,,e,Simple,oral,4,0,Ø,Zero,3N
悫,que4,q,üe,Complexe,oral,4,0,q,Palatale,2P+1N
悬,xuan2,x,üan,Complexe,nasal,2,1,x,Palatale,1P+2N
悭,qian1,q,ian,Médiale-i,nasal,1,1,q,Palatale,2P+1N
悮,wu4,w,u,Simple,oral,4,0,w,Semi-voyelle,2P+1N
悯,min3,m,in,Médiale-i,nasal,3,1,m,Labiale,1P+2N
悰,cong2,c,ong,Médiale-u,nasal,2,1,c,Sifflante,1P+2N
悱,fei3,f,ei,Simple,oral,3,0,f,Labiale,2P+1N
悲,bei1,b,ei,Simple,oral,1,0,b,Labiale,1P+2N
悴,cui4,c,ui,Médiale-u,oral,4,0,c,Sifflante,1P+2N
悷,li4,l,i,Simple,oral,4,0,l,Dentale,3P
悸,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
悻,xing4,x,ing,Médiale-i,nasal,4,1,x,Palatale,1P+2N
悼,dao4,d,ao,Simple,oral,4,0,d,Dentale,1P+2N
悾,kong1,k,ong,Médiale-u,nasal,1,1,k,Vélaire,1P+2N
惄,ni4,n,i,Simple,oral,4,0,n,Dentale,1P+2N
情,qing2,q,ing,Médiale-i,nasal,2,1,q,Palatale,2P+1N
惆,chou2,ch,ou,Simple,oral,2,0,ch,Rétroflexe,3P
惇,dun1,d,un,Médiale-u,nasal,1,1,d,Dentale,1P+2N
惈,guo3,g,uo,Médiale-u,oral,3,0,g,Vélaire,1P+2N
惊,jing1,j,ing,Médiale-i,nasal,1,1,j,Palatale,1P+2N
惋,wan3,w,uan,Médiale-u,nasal,3,1,w,Semi-voyelle,2P+1N
惌,yuan1,y,üan,Complexe,nasal,1,1,y,Semi-voyelle,2P+1N
惎,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
惏,lin2,l,in,Médiale-i,nasal,2,1,l,Dentale,3P
惑,huo4,h,uo,Médiale-u,oral,4,0,h,Vélaire,2P+1N
惒,he2,h,e,Simple,oral,2,0,h,Vélaire,2P+1N
惓,quan2,q,üan,Complexe,nasal,2,1,q,Palatale,2P+1N
惔,tan2,t,an,Nasal,nasal,2,1,t,Dentale,3P
惕,ti4,t,i,Simple,oral,4,0,t,Dentale,3P
惘,wang3,w,uang,Médiale-u,nasal,3,1,w,Semi-voyelle,2P+1N
惙,chuo4,ch,uo,Médiale-u,oral,4,0,ch,Rétroflexe,3P
惚,hu1,h,u,Simple,oral,1,0,h,Vélaire,2P+1N
惛,hun1,h,un,Médiale-u,nasal,1,1,h,Vélaire,2P+1N
惜,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
惝,chang3,ch,ang,Nasal,nasal,3,1,ch,Rétroflexe,3P
惟,wei2,w,ui,Médiale-u,oral,2,0,w,Semi-voyelle,2P+1N
惠,hui4,h,ui,Médiale-u,oral,4,0,h,Vélaire,2P+1N
惦,dian4,d,ian,Médiale-i,nasal,4,1,d,Dentale,1P+2N
惧,ju4,j,ü,Simple,oral,4,0,j,Palatale,1P+2N
惨,can3,c,an,Nasal,nasal,3,1,c,Sifflante,1P+2N
惩,cheng2,ch,eng,Nasal,nasal,2,1,ch,Rétroflexe,3P
惫,bei4,b,ei,Simple,oral,4,0,b,Labiale,1P+2N
惬,qie4,q,ie,Médiale-i,oral,4,0,q,Palatale,2P+1N
惭,can2,c,an,Nasal,nasal,2,1,c,Sifflante,1P+2N
惮,dan4,d,an,Nasal,nasal,4,1,d,Dentale,1P+2N
惯,guan4,g,uan,Médiale-u,nasal,4,1,g,Vélaire,1P+2N
惰,duo4,d,uo,Médiale-u,oral,4,0,d,Dentale,1P+2N
想,xiang3,x,iang,Médiale-i,nasal,3,1,x,Palatale,1P+2N
惴,zhui4,zh,ui,Médiale-u,oral,4,0,zh,Rétroflexe,1P+2N
惶,huang2,h,uang,Médiale-u,nasal,2,1,h,Vélaire,2P+1N
惸,qiong2,q,iong,Médiale-i,nasal,2,1,q,Palatale,2P+1N
惹,re3,r,e,Simple,oral,3,0,r,Rétroflexe,1P+2N
惺,xing1,x,ing,Médiale-i,nasal,1,1,x,Palatale,1P+2N
愀,qiao3,q,iao,Médiale-i,oral,3,0,q,Palatale,2P+1N
愁,chou2,ch,ou,Simple,oral,2,0,ch,Rétroflexe,3P
愃,xuan1,x,üan,Complexe,nasal,1,1,x,Palatale,1P+2N
愆,qian1,q,ian,Médiale-i,nasal,1,1,q,Palatale,2P+1N
愈,yu4,y,ü,Simple,oral,4,0,y,Semi-voyelle,2P+1N
愉,yu2,y,ü,Simple,oral,2,0,y,Semi-voyelle,2P+1N
愊,bi4,b,i,Simple,oral,4,0,b,Labiale,1P+2N
愍,min3,m,in,Médiale-i,nasal,3,1,m,Labiale,1P+2N
愎,bi4,b,i,Simple,oral,4,0,b,Labiale,1P+2N
意,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
愐,mian3,m,ian,Médiale-i,nasal,3,1,m,Labiale,1P+2N
愑,yong3,y,iong,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
愒,kai4,k,ai,Simple,oral,4,0,k,Vélaire,1P+2N
愓,dang4,d,ang,Nasal,nasal,4,1,d,Dentale,1P+2N
愔,yin1,y,in,Médiale-i,nasal,1,1,y,Semi-voyelle,2P+1N
愕,e4,,e,Simple,oral,4,0,Ø,Zero,3N
愚,yu2,y,ü,Simple,oral,2,0,y,Semi-voyelle,2P+1N
感,gan3,g,an,Nasal,nasal,3,1,g,Vélaire,1P+2N
愠,yun4,y,ün,Complexe,nasal,4,1,y,Semi-voyelle,2P+1N
愣,leng4,l,eng,Nasal,nasal,4,1,l,Dentale,3P
愤,fen4,f,en,Nasal,nasal,4,1,f,Labiale,2P+1N
愦,kui4,k,ui,Médiale-u,oral,4,0,k,Vélaire,1P+2N
愧,kui4,k,ui,Médiale-u,oral,4,0,k,Vélaire,1P+2N
愫,su4,s,u,Simple,oral,4,0,s,Sifflante,1P+2N
愭,qi2,q,i,Simple,oral,2,0,q,Palatale,2P+1N
愮,yao2,y,iao,Médiale-i,oral,2,0,y,Semi-voyelle,2P+1N
愯,song3,s,ong,Médiale-u,nasal,3,1,s,Sifflante,1P+2N
愼,shen4,sh,en,Nasal,nasal,4,1,sh,Rétroflexe,1P+2N
愿,yuan4,y,üan,Complexe,nasal,4,1,y,Semi-voyelle,2P+1N
慁,hun4,h,un,Médiale-u,nasal,4,1,h,Vélaire,2P+1N
慅,sao1,s,ao,Simple,oral,1,0,s,Sifflante,1P+2N
慆,tao1,t,ao,Simple,oral,1,0,t,Dentale,3P
慇,yin1,y,in,Médiale-i,nasal,1,1,y,Semi-voyelle,2P+1N
